,type_benign epithelial,type_inflammatory,type_necrotic,type_neoplastic,type_no label,type_stromal,mean_intensity,variance_intensity,max_intensity,min_intensity,nearest_neighbor_distance,degree,mixing_index
TCGA-HI-7168-01Z-00-DX1.e4aabefc-b633-4f54-ae92-a839f2d80158,0.06312403163011941,0.4430519513090033,0.026664730163316,0.051702055141208826,0.010537577851905875,0.404919653904449,185.0254457217745,1605.758326837457,243.16185862605147,104.32306951282798,25.310814294188983,3.715653873406786,0.3356118231191417
