,mean_degree,std_degree,mean_mixing_index,std_mixing_index,prop_type_benign epithelial,prop_type_inflammatory,prop_type_necrotic,prop_type_neoplastic,prop_type_no label,prop_type_stromal,edge_frac_benign epithelial_benign epithelial,edge_frac_benign epithelial_inflammatory,edge_frac_benign epithelial_necrotic,edge_frac_benign epithelial_neoplastic,edge_frac_benign epithelial_no label,edge_frac_benign epithelial_stromal,edge_frac_inflammatory_benign epithelial,edge_frac_inflammatory_inflammatory,edge_frac_inflammatory_necrotic,edge_frac_inflammatory_neoplastic,edge_frac_inflammatory_no label,edge_frac_inflammatory_stromal,edge_frac_necrotic_benign epithelial,edge_frac_necrotic_inflammatory,edge_frac_necrotic_necrotic,edge_frac_necrotic_neoplastic,edge_frac_necrotic_no label,edge_frac_necrotic_stromal,edge_frac_neoplastic_benign epithelial,edge_frac_neoplastic_inflammatory,edge_frac_neoplastic_necrotic,edge_frac_neoplastic_neoplastic,edge_frac_neoplastic_no label,edge_frac_neoplastic_stromal,edge_frac_no label_benign epithelial,edge_frac_no label_inflammatory,edge_frac_no label_necrotic,edge_frac_no label_neoplastic,edge_frac_no label_no label,edge_frac_no label_stromal,edge_frac_stromal_benign epithelial,edge_frac_stromal_inflammatory,edge_frac_stromal_necrotic,edge_frac_stromal_neoplastic,edge_frac_stromal_no label,edge_frac_stromal_stromal
TCGA-HI-7168-01Z-00-DX1.e4aabefc-b633-4f54-ae92-a839f2d80158,3.5416434174075704,2.484479985765555,0.3734692210488651,0.35927833833067196,0.06209580087654828,0.43709918072478693,0.02819407948911443,0.05300339459666735,0.010599204076465687,0.4090083402364173,0.051612204699817185,0.02220329783970539,0.0002928883651138031,0.006599010842421895,0.002001635177697176,0.005729368374441812,0.02220329783970539,0.42037808972933505,0.009020545216549996,0.016314992414052532,0.009638942214930089,0.09229384337551759,0.0002928883651138031,0.009020545216549996,0.003663186708698229,0.0011396272405612908,0.00022764782880883275,0.0044141469244639514,0.006599010842421895,0.016314992414052532,0.0011396272405612908,0.02092555499568996,0.001279130940532557,0.0065601441399423385,0.002001635177697176,0.009638942214930089,0.00022764782880883275,0.001279130940532557,0.0005191480974055088,0.0020620173761922013,0.005729368374441812,0.09229384337551759,0.0044141469244639514,0.0065601441399423385,0.0020620173761922013,0.14334733922719115
